url,response,exception
instagram.com/p/C8DVezWtVdQ,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C7_5WOwxoX-,"{""reel_url"": ""https://www.instagram.com/p/C7_5WOwxoX-"", ""fashion"": {}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C7_2hlTo_nT,"{""reel_url"": ""https://www.instagram.com/p/C7_2hlTo_nT"", ""brands"": [""Woolworths"", ""H&M""], ""verticals"": {""fashion"": {""Kids Shirts"": {""colors"": [""Green"", ""Olive""], ""patterns"": [], ""brands"": [""Woolworths""]}, ""Kids Trousers"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Brown"", ""Tan""], ""patterns"": [], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_ygNAMxr5,"{""reel_url"": ""https://www.instagram.com/p/C7_ygNAMxr5"", ""fashion"": {""Kids Onesies"": {""colors"": [""Beige"", ""White"", ""Black""], ""patterns"": [""Polka""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_y7rWCWK9,"{""reel_url"": ""https://www.instagram.com/p/C7_y7rWCWK9"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Socks"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Bags"": {""colors"": [""Rose Gold""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_sdAVsug2,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C7_q9N9ylTA,"{""reel_url"": ""https://www.instagram.com/p/C7_q9N9ylTA"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Green"", ""Blue"", ""Yellow""], ""patterns"": [""Floral""], ""brands"": [""HM""]}, ""Kids Trousers"": {""colors"": [""Olive""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_qkrvhsgL,"{""reel_url"": ""https://www.instagram.com/p/C7_qkrvhsgL"", ""fashion"": {""Kids Tops"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": [""littlestu.id""]}, ""Kids Pants"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""hm_kids""]}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Teen T-shirts"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Teen Jeans"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Teen Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Teen Bags"": {""colors"": [""Red""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_qIP7olUI,"{""reel_url"": ""https://www.instagram.com/p/C7_qIP7olUI"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Yellow""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_p4cLJpQh,"{""reel_url"": ""https://www.instagram.com/p/C7_p4cLJpQh"", ""fashion"": {""Kids Tops"": {""colors"": [""Green"", ""Yellow"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_pr8QgO9z,"{""reel_url"": ""https://www.instagram.com/p/C7_pr8QgO9z"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_oqWWJtc8,"{""reel_url"": ""https://www.instagram.com/p/C7_oqWWJtc8"", ""brands"": [""hm_kids"", ""mugubebe_official""], ""verticals"": {""fashion"": {""Kids Tops"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""hm_kids""]}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""mugubebe_official""]}}}, ""comment"": ""\n\nThe above JSON structure provides the analysis of the kids' clothing items in the image, categorizing them as a \""Kids Tops\"" and \""Kids Jeans\"", with their respective colors and identifying the associated brands as provided in the caption. The top appears to be white and the pants are blue, reminiscent of denim material. No specific patterns are discernible on the clothes from the image. The brands are sourced from the hashtags mentioned in the caption."", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_lTNktp44,"{""reel_url"": ""https://www.instagram.com/p/C7_lTNktp44"", ""brands"": [], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Blue"", ""White""], ""patterns"": [""Floral""], ""brands"": []}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_iCS3N8SH,"{""reel_url"": ""https://www.instagram.com/p/C7_iCS3N8SH"", ""classification"": ""others""}"
instagram.com/p/C7_iBstNER1,"{""reel_url"": ""https://www.instagram.com/p/C7_iBstNER1"", ""classification"": ""others""}"
instagram.com/p/C7_hZcWNcqf,"{""reel_url"": ""https://www.instagram.com/p/C7_hZcWNcqf"", ""classification"": ""others""}"
instagram.com/p/C7_hZb9tB91,"{""reel_url"": ""https://www.instagram.com/p/C7_hZb9tB91"", ""classification"": ""others""}"
instagram.com/p/C7_hZbptnip,"{""reel_url"": ""https://www.instagram.com/p/C7_hZbptnip"", ""classification"": ""others""}"
instagram.com/p/C7_hY43tY64,"{""reel_url"": ""https://www.instagram.com/p/C7_hY43tY64"", ""classification"": ""others""}"
instagram.com/p/C7_ezggor64,"{""reel_url"": ""https://www.instagram.com/p/C7_ezggor64"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""Disney""]}, ""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Green""], ""patterns"": [], ""brands"": [""Crocs""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_F5kbIETo,"{""reel_url"": ""https://www.instagram.com/p/C7_F5kbIETo"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""brands"": [], ""comment"": "" \n\nIf there's anything else I can assist you with, please let me know!"", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C5S_CIWtG-X,"{""reel_url"": ""https://www.instagram.com/p/C5S_CIWtG-X"", ""fashion"": {""Kids Jackets"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Tights"": {""colors"": [""White"", ""Pink""], ""patterns"": [""Ditsy""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_PEZfyQSZ,"{""reel_url"": ""https://www.instagram.com/p/C7_PEZfyQSZ"", ""fashion"": {""Kids Caps"": {""colors"": [""Mint""], ""patterns"": [""Ditsy""], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_PD5EMda0,"{""reel_url"": ""https://www.instagram.com/p/C7_PD5EMda0"", ""fashion"": {""Kids Cardigans"": {""colors"": [""Blue"", ""White"", ""Yellow""], ""patterns"": [], ""brands"": [""bokkieandrilla""]}, ""Kids Bodysuits"": {""colors"": [], ""patterns"": [], ""brands"": [""H&M""]}, ""Kids Trousers"": {""colors"": [""Blue"", ""White""], ""patterns"": [""Striped""], ""brands"": [""littlegreenradicals""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7_E8mQiGbO,"{""reel_url"": ""https://www.instagram.com/p/C7_E8mQiGbO"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Formal Shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Sandals"": {""colors"": [""Brown""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7--uElobIR,"{""reel_url"": ""https://www.instagram.com/p/C7--uElobIR"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_products""}"
instagram.com/p/C7-7Up1pEut,"{""reel_url"": ""https://www.instagram.com/p/C7-7Up1pEut"", ""brands"": [""markeys_official"", ""hm_kids""], ""verticals"": {""fashion"": {""Kids Dresses"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""markeys_official""]}, ""Kids Shoes"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""hm_kids""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-7G65pzkU,"{""reel_url"": ""https://www.instagram.com/p/C7-7G65pzkU"", ""fashion"": {""Kids Dresses"": {""colors"": [""Blue"", ""Yellow""], ""patterns"": [], ""brands"": [""hm_kids""]}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Unknown""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-0AmqxKzi,"{""reel_url"": ""https://www.instagram.com/p/C7-0AmqxKzi"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""The North Face""]}, ""Kids Trousers"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""Nike""]}}, ""brands"": [""The North Face"", ""Nike""], ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-xfvKviBc,"{""reel_url"": ""https://www.instagram.com/p/C7-xfvKviBc"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""White"", ""Pink""], ""patterns"": [""Floral""], ""brands"": [""\u30a8\u30a4\u30c1\u30a2\u30f3\u30c9\u30a8\u30e0""]}, ""Kids Shoes"": {""colors"": [""White"", ""Silver""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-wvRwsB4_,"{""reel_url"": ""https://www.instagram.com/p/C7-wvRwsB4_"", ""fashion"": {""Kids Pyjamas"": {""colors"": [""Gray""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-vkpTpgmH,"{""reel_url"": ""https://www.instagram.com/p/C7-vkpTpgmH"", ""fashion"": {""Kids Bodysuits"": {""colors"": [""Beige"", ""White""], ""patterns"": [""Striped"", ""Floral""], ""brands"": [""_lueur.handmade_""]}, ""Kids Bibs"": {""colors"": [""Beige""], ""patterns"": [""Floral""], ""brands"": [""_lueur.handmade_""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-nAzJvpMk,"{""reel_url"": ""https://www.instagram.com/p/C7-nAzJvpMk"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Pink""], ""patterns"": [""Floral""], ""brands"": [""H&M""]}, ""Kids Bibs"": {""colors"": [], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-i0saJVFo,"{""reel_url"": ""https://www.instagram.com/p/C7-i0saJVFo"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""Pink"", ""Green"", ""Yellow""], ""patterns"": [""Floral""], ""brands"": [""H&M""]}, ""Kids Shoes"": {""colors"": [""Pink"", ""White""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Bows"": {""colors"": [""White""], ""patterns"": [""Floral""], ""brands"": [""Little Urban Daisy""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-fDk0P1e_,"{""reel_url"": ""https://www.instagram.com/p/C7-fDk0P1e_"", ""fashion"": {""Kids Dresses"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Hello Kitty""]}, ""Kids Caps"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""New York Yankees""]}, ""Kids Socks"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""Adidas""]}, ""Kids Sneakers"": {""colors"": [""Black"", ""Silver""], ""patterns"": [], ""brands"": [""Vans""]}}, ""comment"": ""\nPlease note that while the image depicts certain brand logos (like Hello Kitty, New York Yankees, Adidas, and Vans), without concrete information on the actual manufacturing brands of the clothing article itself, the listed brands are assumptions based on visible details and could be character representations or collaborations rather than the actual clothing brand."", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7-FOP8NoRg,"{""reel_url"": ""https://www.instagram.com/p/C7-FOP8NoRg"", ""classification"": ""others""}"
instagram.com/p/C7-FOPYNRmd,"{""reel_url"": ""https://www.instagram.com/p/C7-FOPYNRmd"", ""classification"": ""others""}"
instagram.com/p/C7-FOPJtQM2,"{""reel_url"": ""https://www.instagram.com/p/C7-FOPJtQM2"", ""classification"": ""others""}"
instagram.com/p/C7-FNaetHcd,"{""reel_url"": ""https://www.instagram.com/p/C7-FNaetHcd"", ""classification"": ""others""}"
instagram.com/p/C7-ALiGIRR1,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C7-AK1YIpxa,"{""reel_url"": ""https://www.instagram.com/p/C7-AK1YIpxa"", ""classification"": ""others""}"
instagram.com/p/C793BrAqSRD,"{""reel_url"": ""https://www.instagram.com/p/C793BrAqSRD"", ""brands"": [""H&M""], ""verticals"": {""fashion"": {""Kids Hoodies"": {""colors"": [""Yellow"", ""Red"", ""Blue"", ""White""], ""patterns"": [""Ditsy""], ""brands"": [""hm_kids""]}}}, ""comment"": """", ""category_mix"": {""fashion"": [""Clothing""]}, ""classification"": ""kids_clothes""}"
instagram.com/p/C793Ei3gviW,"{""reel_url"": ""https://www.instagram.com/p/C793Ei3gviW"", ""fashion"": {""Kids Tops"": {""colors"": [""White"", ""Black""], ""patterns"": [""Striped""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79y0Cev7gg,"{""reel_url"": ""https://www.instagram.com/p/C79y0Cev7gg"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Sneakers"": {""colors"": [""Black"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79xfgntCdX,"{""reel_url"": ""https://www.instagram.com/p/C79xfgntCdX"", ""classification"": ""others""}"
instagram.com/p/C79xfgRtbPr,"{""reel_url"": ""https://www.instagram.com/p/C79xfgRtbPr"", ""classification"": ""others""}"
instagram.com/p/C79xe1xNWjV,"{""reel_url"": ""https://www.instagram.com/p/C79xe1xNWjV"", ""classification"": ""others""}"
instagram.com/p/C79uUBGsqCZ,"{""reel_url"": ""https://www.instagram.com/p/C79uUBGsqCZ"", ""fashion"": {""Kids Swimwear"": {""colors"": [""White"", ""Red"", ""Green""], ""patterns"": [""Ditsy""], ""brands"": []}, ""Kids Caps"": {""colors"": [""White"", ""Red"", ""Green""], ""patterns"": [""Ditsy""], ""brands"": []}, ""Kids Sandals"": {""colors"": [""Red""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79PoTytxjU,"{""reel_url"": ""https://www.instagram.com/p/C79PoTytxjU"", ""fashion"": {""Kids Sweaters"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}, ""Kids Trousers"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79oZEbIKfI,"{""reel_url"": ""https://www.instagram.com/p/C79oZEbIKfI"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Black""], ""patterns"": [""Striped""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Teen Shoes"": {""colors"": [""Black"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79irF2Nlhp,"{""reel_url"": ""https://www.instagram.com/p/C79irF2Nlhp"", ""classification"": ""others""}"
instagram.com/p/C79euMCt5Kj,"{""reel_url"": ""https://www.instagram.com/p/C79euMCt5Kj"", ""classification"": ""others""}"
instagram.com/p/C79eWwPsG9T,"{""reel_url"": ""https://www.instagram.com/p/C79eWwPsG9T"", ""fashion"": {""Teen Sweatshirts"": {""colors"": [""Red"", ""Black""], ""patterns"": [""Checkered""], ""brands"": []}, ""Teen Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Teen Sneakers"": {""colors"": [""Blue"", ""White""], ""patterns"": [], ""brands"": []}, ""Teen Caps"": {""colors"": [""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79eL6HNC7E,"{""reel_url"": ""https://www.instagram.com/p/C79eL6HNC7E"", ""fashion"": {""Kids Dresses"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""H&M""]}, ""Kids Tights"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79ZLbRsiYs,"{""reel_url"": ""https://www.instagram.com/p/C79ZLbRsiYs"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""White""], ""patterns"": [""Striped""], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79XOjwx9Rg,"{""reel_url"": ""https://www.instagram.com/p/C79XOjwx9Rg"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Black"", ""Red"", ""Blue"", ""Yellow""], ""patterns"": [], ""brands"": []}, ""Kids Jeans"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""White"", ""Black""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79VGv2MroY,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C79UvKjo2Cy,"{""reel_url"": ""https://www.instagram.com/p/C79UvKjo2Cy"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Red"", ""White""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79ThjRRBQa,"{""reel_url"": ""https://www.instagram.com/p/C79ThjRRBQa"", ""fashion"": {""Kids Bibs"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7mBod_J9rI,"{""reel_url"": ""https://www.instagram.com/p/C7mBod_J9rI"", ""fashion"": {""Kids Tops"": {""colors"": [""White"", ""Beige""], ""patterns"": [], ""brands"": [""hm_kids""]}, ""Kids Shorts"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": [""hm""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7l26W2p2Xy,"{""reel_url"": ""https://www.instagram.com/p/C7l26W2p2Xy"", ""fashion"": {""Kids Caps"": {""colors"": [""Green"", ""Gold""], ""patterns"": [], ""brands"": [""New Era""]}, ""Kids T-shirts"": {""colors"": [""Green"", ""Black""], ""patterns"": [], ""brands"": [""Champion""]}, ""Kids Shorts"": {""colors"": [""Grey""], ""patterns"": [], ""brands"": [""H&M""]}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""H&M""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79PP8ytlvg,"{""reel_url"": ""https://www.instagram.com/p/C79PP8ytlvg"", ""fashion"": {""Kids Dresses"": {""colors"": [""White"", ""Red""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Caps"": {""colors"": [""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79Ms52oBkC,"{""reel_url"": ""https://www.instagram.com/p/C79Ms52oBkC"", ""classification"": ""others""}"
instagram.com/p/C79Mr6EIUrd,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C79Ibp3OpOr,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C79IF8dN-GY,"{""reel_url"": ""https://www.instagram.com/p/C79IF8dN-GY"", ""classification"": ""others""}"
instagram.com/p/C79IF6Ht6qa,"{""reel_url"": ""https://www.instagram.com/p/C79IF6Ht6qa"", ""classification"": ""others""}"
instagram.com/p/C79IFJ2oyt_,"{""reel_url"": ""https://www.instagram.com/p/C79IFJ2oyt_"", ""fashion"": {""Kids Dresses"": {""colors"": [""Pink"", ""Red"", ""Green"", ""Blue"", ""Orange"", ""Yellow""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Pink""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79IE27NpTe,"{""reel_url"": ""https://www.instagram.com/p/C79IE27NpTe"", ""classification"": ""others""}"
instagram.com/p/C79HPmPtwm6,"{""reel_url"": ""https://www.instagram.com/p/C79HPmPtwm6"", ""classification"": ""others""}"
instagram.com/p/C79HPmVNyD-,"{""reel_url"": ""https://www.instagram.com/p/C79HPmVNyD-"", ""classification"": ""others""}"
instagram.com/p/C79HPlutfXs,"{""reel_url"": ""https://www.instagram.com/p/C79HPlutfXs"", ""classification"": ""others""}"
instagram.com/p/C79EL31JZYD,"{""reel_url"": ""https://www.instagram.com/p/C79EL31JZYD"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige"", ""White""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Caps"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79D_pgpBz3,"{""reel_url"": ""https://www.instagram.com/p/C79D_pgpBz3"", ""fashion"": {""Kids Dresses"": {""colors"": [""Beige""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Hats"": {""colors"": [""Beige""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C79AORqNKKi,"{""reel_url"": ""https://www.instagram.com/p/C79AORqNKKi"", ""classification"": ""others""}"
instagram.com/p/C78_UftJirJ,"{""reel_url"": ""https://www.instagram.com/p/C78_UftJirJ"", ""fashion"": {""Kids Shorts"": {""colors"": [""Blue""], ""patterns"": [], ""brands"": [""Levi's""]}, ""Kids Socks"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Stanceofficial""]}, ""Kids Shoes"": {""colors"": [""White""], ""patterns"": [], ""brands"": [""Adidasoriginals""]}, ""Kids T-shirts"": {""colors"": [""Black""], ""patterns"": [], ""brands"": [""hm_kids""]}}, ""comment"": ""\n\nPlease note that the image does not have sufficient resolution and clarity for optical character recognition to verify the brand logos on the clothing items, so the brands listed are based on the caption analysis. The JSON data provided includes the color and brand information where possible, but no specific patterns were identified from the visible clothes in the image."", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C74LeHKo_W8,"{""reel_url"": ""https://www.instagram.com/p/C74LeHKo_W8"", ""fashion"": {""Kids Jackets"": {""colors"": [""White"", ""Pink"", ""Green"", ""Yellow""], ""patterns"": [""Floral""], ""brands"": []}, ""Kids Leggings"": {""colors"": [""Purple""], ""patterns"": [], ""brands"": []}, ""Kids Shoes"": {""colors"": [""Pink"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C788q3wM__t,"{""reel_url"": ""https://www.instagram.com/p/C788q3wM__t"", ""classification"": ""others""}"
instagram.com/p/C788q6hMLTv,"{""reel_url"": ""https://www.instagram.com/p/C788q6hMLTv"", ""classification"": ""others""}"
instagram.com/p/C788q4AMeCA,"{""reel_url"": ""https://www.instagram.com/p/C788q4AMeCA"", ""classification"": ""others""}"
instagram.com/p/C788q3zMM97,"{""reel_url"": ""https://www.instagram.com/p/C788q3zMM97"", ""classification"": ""others""}"
instagram.com/p/C788q5vM2Au,"{""reel_url"": ""https://www.instagram.com/p/C788q5vM2Au"", ""classification"": ""others""}"
instagram.com/p/C788q57MkVR,"{""reel_url"": ""https://www.instagram.com/p/C788q57MkVR"", ""classification"": ""others""}"
instagram.com/p/C785bANsWKA,Error: dictionary update sequence element #0 has length 1; 2 is required
instagram.com/p/C784yofoUJB,"{""reel_url"": ""https://www.instagram.com/p/C784yofoUJB"", ""fashion"": {""Kids T-shirts"": {""colors"": [""White"", ""Green""], ""patterns"": [], ""brands"": [""COCOMOOD""]}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C784BkkJ-KG,"{""reel_url"": ""https://www.instagram.com/p/C784BkkJ-KG"", ""fashion"": {""Kids Tops"": {""description"": ""Brands, patterns and colours of the products."", ""colors"": [""White""], ""patterns"": [], ""brands"": []}, ""Kids Skirts"": {""description"": ""Brands, patterns and colours of the products."", ""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Boots"": {""description"": ""Brands, patterns and colours of the products."", ""colors"": [""Black""], ""patterns"": [], ""brands"": []}, ""Kids Accessories"": {""description"": ""Brands, patterns and colours of the products."", ""colors"": [""Black"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C7823D7pCOn,"{""reel_url"": ""https://www.instagram.com/p/C7823D7pCOn"", ""fashion"": {""Kids T-shirts"": {""colors"": [""Cyan"", ""White""], ""patterns"": [], ""brands"": []}, ""Kids Shorts"": {""colors"": [""Navy"", ""White""], ""patterns"": [], ""brands"": []}}, ""comment"": """", ""category_mix"": {}, ""classification"": ""kids_clothes""}"
instagram.com/p/C780GsoMmz2,"{""reel_url"": ""https://www.instagram.com/p/C780GsoMmz2"", ""classification"": ""others""}"
